transcript_id	gene_id
ENST00000399299	ENSG00000205670
ENST00000489469	ENSG00000205670
ENST00000495363	ENSG00000205670
ENST00000474455	ENSG00000205670
ENST00000399295	ENSG00000205670
ENST00000652570	ENSG00000205670
ENST00000478313	ENSG00000286517
ENST00000660763	ENSG00000286852
ENST00000457669	ENSG00000231324
ENST00000430607	ENSG00000224269
ENST00000290399	ENSG00000159263
ENST00000460783	ENSG00000159263
ENST00000481185	ENSG00000159263
ENST00000431229	ENSG00000159263
ENST00000483178	ENSG00000159263
ENST00000434195	ENSG00000237646
ENST00000362936	ENSG00000199806
ENST00000604662	ENSG00000270652
ENST00000653177	ENSG00000224790
ENST00000637940	ENSG00000224790
ENST00000430068	ENSG00000224790
ENST00000384685	ENSG00000207416
ENST00000400819	ENSG00000215734
ENST00000485272	ENSG00000183145
ENST00000490393	ENSG00000183145
ENST00000329553	ENSG00000183145
ENST00000390834	ENSG00000212136
ENST00000340648	ENSG00000160208
ENST00000470886	ENSG00000160208
ENST00000398081	ENSG00000160209
ENST00000468090	ENSG00000160209
ENST00000291565	ENSG00000160209
ENST00000398085	ENSG00000160209
ENST00000476084	ENSG00000160209
ENST00000470029	ENSG00000160209
ENST00000438837	ENSG00000160209
ENST00000498040	ENSG00000160209
ENST00000327574	ENSG00000160209
ENST00000472777	ENSG00000160209
ENST00000476313	ENSG00000160209
ENST00000481512	ENSG00000160209
ENST00000621478	ENSG00000160209
ENST00000490666	ENSG00000160209
ENST00000467908	ENSG00000160209
ENST00000343528	ENSG00000160209
ENST00000398078	ENSG00000160209
ENST00000468392	ENSG00000160209
ENST00000461123	ENSG00000160209
ENST00000626421	ENSG00000281420
ENST00000660472	ENSG00000287507
ENST00000639959	ENSG00000160213
ENST00000640406	ENSG00000160213
ENST00000480147	ENSG00000160213
ENST00000675996	ENSG00000160213
ENST00000291568	ENSG00000160213
ENST00000452969	ENSG00000234030
ENST00000475534	ENSG00000160214
ENST00000483896	ENSG00000160214
ENST00000492638	ENSG00000160214
ENST00000497547	ENSG00000160214
ENST00000473988	ENSG00000160214
ENST00000467112	ENSG00000160214
ENST00000471909	ENSG00000160214
ENST00000437258	ENSG00000215458
ENST00000448247	ENSG00000215458
ENST00000400385	ENSG00000215458
ENST00000449877	ENSG00000226543
ENST00000291572	ENSG00000160216
ENST00000474735	ENSG00000160216
ENST00000448287	ENSG00000160216
ENST00000398061	ENSG00000160216
ENST00000327505	ENSG00000160216
ENST00000445582	ENSG00000160216
ENST00000398063	ENSG00000160216
ENST00000398058	ENSG00000160216
ENST00000457068	ENSG00000160216
ENST00000448845	ENSG00000160216
ENST00000498670	ENSG00000160216
ENST00000422850	ENSG00000160216
ENST00000497909	ENSG00000160216
ENST00000546158	ENSG00000160216
ENST00000479117	ENSG00000160216
ENST00000481319	ENSG00000160216
ENST00000467358	ENSG00000160216
ENST00000484865	ENSG00000160216
ENST00000362728	ENSG00000199598
ENST00000516797	ENSG00000252606
ENST00000291574	ENSG00000160218
ENST00000380221	ENSG00000160218
ENST00000422875	ENSG00000160218
ENST00000481460	ENSG00000160218
ENST00000461889	ENSG00000160218
ENST00000459741	ENSG00000160218
ENST00000465905	ENSG00000160218
ENST00000483973	ENSG00000160218
ENST00000486746	ENSG00000160218
ENST00000469521	ENSG00000160218
ENST00000485621	ENSG00000160218
ENST00000468864	ENSG00000160218
ENST00000416034	ENSG00000213440
ENST00000456705	ENSG00000241945
ENST00000291576	ENSG00000241945
ENST00000486126	ENSG00000241945
ENST00000471490	ENSG00000241945
ENST00000494310	ENSG00000241945
ENST00000476948	ENSG00000241945
ENST00000608405	ENSG00000272948
ENST00000663813	ENSG00000287637
ENST00000608783	ENSG00000273210
ENST00000646523	ENSG00000157540
ENST00000647425	ENSG00000157540
ENST00000647188	ENSG00000157540
ENST00000647504	ENSG00000157540
ENST00000644942	ENSG00000157540
ENST00000338785	ENSG00000157540
ENST00000643624	ENSG00000157540
ENST00000643551	ENSG00000157540
ENST00000426672	ENSG00000157540
ENST00000398960	ENSG00000157540
ENST00000646548	ENSG00000157540
ENST00000455097	ENSG00000157540
ENST00000643854	ENSG00000157540
ENST00000645424	ENSG00000157540
ENST00000642309	ENSG00000157540
ENST00000645774	ENSG00000157540
ENST00000398956	ENSG00000157540
ENST00000462274	ENSG00000157540
ENST00000643355	ENSG00000157540
ENST00000643808	ENSG00000157540
ENST00000644367	ENSG00000157540
ENST00000646224	ENSG00000157540
ENST00000646351	ENSG00000157540
ENST00000470586	ENSG00000141956
ENST00000486812	ENSG00000141956
ENST00000447016	ENSG00000141956
ENST00000398548	ENSG00000141956
ENST00000422911	ENSG00000141956
ENST00000441787	ENSG00000141956
ENST00000449395	ENSG00000141956
ENST00000269844	ENSG00000141956
ENST00000465955	ENSG00000141956
ENST00000477633	ENSG00000141956
ENST00000495217	ENSG00000141956
ENST00000491486	ENSG00000141956
ENST00000489661	ENSG00000141956
ENST00000496124	ENSG00000141956
ENST00000579137	ENSG00000264580
ENST00000428410	ENSG00000224100
ENST00000432907	ENSG00000160199
ENST00000418336	ENSG00000160199
ENST00000291547	ENSG00000160199
ENST00000480179	ENSG00000160199
ENST00000456957	ENSG00000160199
ENST00000560448	ENSG00000160199
ENST00000607049	ENSG00000160199
ENST00000557820	ENSG00000160199
ENST00000474336	ENSG00000160199
ENST00000607150	ENSG00000160199
ENST00000558955	ENSG00000160199
ENST00000461686	ENSG00000160200
ENST00000398158	ENSG00000160200
ENST00000398165	ENSG00000160200
ENST00000359624	ENSG00000160200
ENST00000352178	ENSG00000160200
ENST00000451248	ENSG00000160200
ENST00000462349	ENSG00000160200
ENST00000491776	ENSG00000160200
ENST00000458223	ENSG00000160200
ENST00000430013	ENSG00000160200
ENST00000496485	ENSG00000160200
ENST00000486098	ENSG00000160200
ENST00000441030	ENSG00000160200
ENST00000470912	ENSG00000160200
ENST00000465732	ENSG00000160200
ENST00000488526	ENSG00000160200
ENST00000478709	ENSG00000160200
ENST00000668861	ENSG00000286549
ENST00000450190	ENSG00000232777
ENST00000433840	ENSG00000228120
ENST00000291554	ENSG00000160202
ENST00000482775	ENSG00000160202
ENST00000398133	ENSG00000160202
ENST00000398132	ENSG00000160202
ENST00000468016	ENSG00000160202
ENST00000471250	ENSG00000160201
ENST00000478282	ENSG00000160201
ENST00000459639	ENSG00000160201
ENST00000464750	ENSG00000160201
ENST00000475639	ENSG00000160201
ENST00000380276	ENSG00000160201
ENST00000291552	ENSG00000160201
ENST00000486519	ENSG00000160201
ENST00000463599	ENSG00000160201
ENST00000496462	ENSG00000160201
ENST00000468039	ENSG00000160201
ENST00000399215	ENSG00000185917
ENST00000481477	ENSG00000185917
ENST00000399212	ENSG00000185917
ENST00000332131	ENSG00000185917
ENST00000487297	ENSG00000185917
ENST00000469482	ENSG00000185917
ENST00000399205	ENSG00000185917
ENST00000399208	ENSG00000185917
ENST00000399201	ENSG00000185917
ENST00000399207	ENSG00000185917
ENST00000424303	ENSG00000185917
ENST00000429161	ENSG00000185917
ENST00000485865	ENSG00000185917
ENST00000446166	ENSG00000185917
ENST00000442559	ENSG00000185917
ENST00000460704	ENSG00000185917
ENST00000443703	ENSG00000185917
ENST00000429327	ENSG00000228930
ENST00000456613	ENSG00000228355
ENST00000416468	ENSG00000228355
ENST00000446475	ENSG00000224574
ENST00000397787	ENSG00000183535
ENST00000485206	ENSG00000183535
ENST00000611994	ENSG00000275167
ENST00000417954	ENSG00000173638
ENST00000567670	ENSG00000173638
ENST00000461785	ENSG00000173638
ENST00000468508	ENSG00000173638
ENST00000311124	ENSG00000173638
ENST00000460174	ENSG00000173638
ENST00000380010	ENSG00000173638
ENST00000650808	ENSG00000173638
ENST00000485649	ENSG00000173638
ENST00000427839	ENSG00000173638
ENST00000443742	ENSG00000173638
ENST00000486303	ENSG00000173638
ENST00000528477	ENSG00000173638
ENST00000651099	ENSG00000173638
ENST00000651182	ENSG00000286082
ENST00000655224	ENSG00000286594
ENST00000651438	ENSG00000182871
ENST00000355480	ENSG00000182871
ENST00000359759	ENSG00000182871
ENST00000342220	ENSG00000182871
ENST00000459895	ENSG00000182871
ENST00000423214	ENSG00000182871
ENST00000473212	ENSG00000182871
ENST00000479810	ENSG00000183844
ENST00000518236	ENSG00000183844
ENST00000357985	ENSG00000183844
ENST00000398647	ENSG00000183844
ENST00000398652	ENSG00000183844
ENST00000398646	ENSG00000183844
ENST00000411427	ENSG00000228318
ENST00000384772	ENSG00000207503
ENST00000415820	ENSG00000232806
ENST00000284984	ENSG00000154734
ENST00000517777	ENSG00000154734
ENST00000678221	ENSG00000154734
ENST00000676955	ENSG00000154734
ENST00000677958	ENSG00000154734
ENST00000464589	ENSG00000154734
ENST00000451462	ENSG00000154734
ENST00000679152	ENSG00000154734
ENST00000679316	ENSG00000154734
ENST00000492656	ENSG00000154734
ENST00000565959	ENSG00000261610
ENST00000290130	ENSG00000159055
ENST00000486363	ENSG00000159055
ENST00000453549	ENSG00000227256
ENST00000450936	ENSG00000232623
ENST00000399784	ENSG00000170262
ENST00000497833	ENSG00000170262
ENST00000303645	ENSG00000170262
ENST00000339944	ENSG00000170262
ENST00000635001	ENSG00000283051
ENST00000420273	ENSG00000233754
ENST00000431150	ENSG00000225218
ENST00000330317	ENSG00000160193
ENST00000492742	ENSG00000160193
ENST00000398208	ENSG00000160193
ENST00000476326	ENSG00000160193
ENST00000479429	ENSG00000160193
ENST00000463902	ENSG00000160193
ENST00000470658	ENSG00000160193
ENST00000460259	ENSG00000160194
ENST00000340344	ENSG00000160194
ENST00000354250	ENSG00000160194
ENST00000460740	ENSG00000160194
ENST00000354828	ENSG00000154727
ENST00000400075	ENSG00000154727
ENST00000487266	ENSG00000154727
ENST00000349499	ENSG00000159212
ENST00000360731	ENSG00000159212
ENST00000360525	ENSG00000185808
ENST00000464265	ENSG00000185808
ENST00000329667	ENSG00000185808
ENST00000399102	ENSG00000185808
ENST00000399103	ENSG00000185808
ENST00000399098	ENSG00000185808
ENST00000479152	ENSG00000185808
ENST00000430792	ENSG00000185808
ENST00000290310	ENSG00000159197
ENST00000622113	ENSG00000274391
ENST00000612957	ENSG00000274391
ENST00000618007	ENSG00000274391
ENST00000427445	ENSG00000274391
ENST00000612746	ENSG00000274391
ENST00000438952	ENSG00000159082
ENST00000630077	ENSG00000159082
ENST00000674204	ENSG00000159082
ENST00000674351	ENSG00000159082
ENST00000674308	ENSG00000159082
ENST00000418301	ENSG00000159082
ENST00000467445	ENSG00000159082
ENST00000464778	ENSG00000159082
ENST00000429236	ENSG00000159082
ENST00000456084	ENSG00000159082
ENST00000382499	ENSG00000159082
ENST00000433931	ENSG00000159082
ENST00000357345	ENSG00000159082
ENST00000382491	ENSG00000159082
ENST00000411355	ENSG00000223287
ENST00000457709	ENSG00000183249
ENST00000450880	ENSG00000233442
ENST00000613317	ENSG00000275170
ENST00000359341	ENSG00000249493
ENST00000364942	ENSG00000201812
ENST00000613590	ENSG00000277572
ENST00000433806	ENSG00000240755
ENST00000468643	ENSG00000185272
ENST00000468788	ENSG00000185272
ENST00000495055	ENSG00000185272
ENST00000461088	ENSG00000185272
ENST00000400577	ENSG00000185272
ENST00000475864	ENSG00000185272
ENST00000285667	ENSG00000155304
ENST00000478035	ENSG00000155304
ENST00000437262	ENSG00000235701
ENST00000616808	ENSG00000276873
ENST00000331573	ENSG00000183527
ENST00000481921	ENSG00000183527
ENST00000411828	ENSG00000183527
ENST00000431628	ENSG00000183527
ENST00000380900	ENSG00000183527
ENST00000333229	ENSG00000185658
ENST00000342449	ENSG00000185658
ENST00000446924	ENSG00000185658
ENST00000380800	ENSG00000185658
ENST00000491564	ENSG00000185658
ENST00000424441	ENSG00000185658
ENST00000473813	ENSG00000185658
ENST00000430093	ENSG00000185658
ENST00000445245	ENSG00000185658
ENST00000445668	ENSG00000185658
ENST00000412604	ENSG00000185658
ENST00000455867	ENSG00000185658
ENST00000496759	ENSG00000185658
ENST00000341322	ENSG00000185658
ENST00000470108	ENSG00000185658
ENST00000484090	ENSG00000185658
ENST00000608767	ENSG00000272991
ENST00000419324	ENSG00000232608
ENST00000435608	ENSG00000237373
ENST00000438852	ENSG00000229623
ENST00000423274	ENSG00000238141
ENST00000288344	ENSG00000205581
ENST00000380749	ENSG00000205581
ENST00000486741	ENSG00000205581
ENST00000431390	ENSG00000205581
ENST00000492280	ENSG00000205581
ENST00000652622	ENSG00000205581
ENST00000436324	ENSG00000205581
ENST00000380748	ENSG00000205581
ENST00000419378	ENSG00000205581
ENST00000489072	ENSG00000205581
ENST00000482192	ENSG00000205581
ENST00000380747	ENSG00000205581
ENST00000485550	ENSG00000205581
ENST00000490032	ENSG00000205581
ENST00000443046	ENSG00000205581
ENST00000464078	ENSG00000205581
ENST00000491183	ENSG00000205581
ENST00000479586	ENSG00000205581
ENST00000471260	ENSG00000205581
ENST00000482733	ENSG00000205581
ENST00000463631	ENSG00000205581
ENST00000517106	ENSG00000252915
ENST00000444889	ENSG00000227406
ENST00000415847	ENSG00000182093
ENST00000647678	ENSG00000182093
ENST00000650376	ENSG00000182093
ENST00000649170	ENSG00000182093
ENST00000623703	ENSG00000182093
ENST00000647911	ENSG00000182093
ENST00000649100	ENSG00000182093
ENST00000487869	ENSG00000182093
ENST00000471468	ENSG00000182093
ENST00000649224	ENSG00000182093
ENST00000398753	ENSG00000182093
ENST00000649822	ENSG00000182093
ENST00000442773	ENSG00000182093
ENST00000380713	ENSG00000182093
ENST00000380708	ENSG00000182093
ENST00000466787	ENSG00000182093
ENST00000649499	ENSG00000182093
ENST00000650208	ENSG00000182093
ENST00000490860	ENSG00000182093
ENST00000478273	ENSG00000182093
ENST00000648495	ENSG00000182093
ENST00000476914	ENSG00000182093
ENST00000480690	ENSG00000182093
ENST00000647779	ENSG00000285815
ENST00000648253	ENSG00000285815
ENST00000611656	ENSG00000275523
ENST00000450079	ENSG00000235808
ENST00000431743	ENSG00000228349
ENST00000411867	ENSG00000235012
ENST00000380612	ENSG00000184809
ENST00000670883	ENSG00000184809
ENST00000489821	ENSG00000184809
ENST00000670049	ENSG00000184809
ENST00000661806	ENSG00000184809
ENST00000329618	ENSG00000184809
ENST00000380604	ENSG00000184809
ENST00000416555	ENSG00000225330
ENST00000457325	ENSG00000231713
ENST00000419826	ENSG00000231713
ENST00000328619	ENSG00000183036
ENST00000462224	ENSG00000183036
ENST00000468717	ENSG00000183036
ENST00000467565	ENSG00000183036
ENST00000400454	ENSG00000171587
ENST00000617870	ENSG00000171587
ENST00000404019	ENSG00000171587
ENST00000585040	ENSG00000263973
ENST00000422749	ENSG00000235123
ENST00000427451	ENSG00000235123
ENST00000444046	ENSG00000235123
ENST00000455354	ENSG00000235123
ENST00000384418	ENSG00000207147
ENST00000441910	ENSG00000233756
ENST00000440363	ENSG00000233756
ENST00000670068	ENSG00000288069
ENST00000456507	ENSG00000230859
ENST00000665522	ENSG00000286425
ENST00000582241	ENSG00000263681
ENST00000328735	ENSG00000182240
ENST00000347667	ENSG00000182240
ENST00000330333	ENSG00000182240
ENST00000470864	ENSG00000182240
ENST00000487994	ENSG00000182240
ENST00000491838	ENSG00000182240
ENST00000466122	ENSG00000182240
ENST00000465326	ENSG00000182240
ENST00000463674	ENSG00000182240
ENST00000475618	ENSG00000182240
ENST00000623119	ENSG00000280109
ENST00000645185	ENSG00000280109
ENST00000430327	ENSG00000280109
ENST00000440221	ENSG00000280109
ENST00000414699	ENSG00000280109
ENST00000433378	ENSG00000224388
ENST00000418874	ENSG00000223400
ENST00000651009	ENSG00000286027
ENST00000650670	ENSG00000286027
ENST00000413718	ENSG00000227702
ENST00000412102	ENSG00000236384
ENST00000457881	ENSG00000236384
ENST00000586552	ENSG00000236384
ENST00000589300	ENSG00000236384
ENST00000669036	ENSG00000232401
ENST00000667584	ENSG00000232401
ENST00000432830	ENSG00000232401
ENST00000661908	ENSG00000232401
ENST00000669012	ENSG00000232401
ENST00000656530	ENSG00000232401
ENST00000658211	ENSG00000232401
ENST00000657727	ENSG00000232401
ENST00000352483	ENSG00000183421
ENST00000332512	ENSG00000183421
ENST00000423276	ENSG00000236883
ENST00000622292	ENSG00000275166
ENST00000398457	ENSG00000160179
ENST00000462050	ENSG00000160179
ENST00000347800	ENSG00000160179
ENST00000450121	ENSG00000160179
ENST00000361802	ENSG00000160179
ENST00000398449	ENSG00000160179
ENST00000343687	ENSG00000160179
ENST00000398437	ENSG00000160179
ENST00000472587	ENSG00000160179
ENST00000467818	ENSG00000160179
ENST00000496783	ENSG00000160179
ENST00000411330	ENSG00000223262
ENST00000291526	ENSG00000160181
ENST00000463771	ENSG00000160181
ENST00000475297	ENSG00000160181
ENST00000291527	ENSG00000160182
ENST00000433957	ENSG00000160183
ENST00000476848	ENSG00000160183
ENST00000474596	ENSG00000160183
ENST00000482761	ENSG00000160183
ENST00000398405	ENSG00000160183
ENST00000644384	ENSG00000160183
ENST00000652415	ENSG00000160183
ENST00000398397	ENSG00000160183
ENST00000478680	ENSG00000160183
ENST00000635189	ENSG00000160185
ENST00000291535	ENSG00000160185
ENST00000635108	ENSG00000160185
ENST00000635325	ENSG00000160185
ENST00000634453	ENSG00000160185
ENST00000319294	ENSG00000160185
ENST00000634718	ENSG00000160185
ENST00000398367	ENSG00000160185
ENST00000473381	ENSG00000160185
ENST00000516810	ENSG00000252619
ENST00000291536	ENSG00000160188
ENST00000493019	ENSG00000160188
ENST00000398352	ENSG00000160188
ENST00000454800	ENSG00000160190
ENST00000419522	ENSG00000160190
ENST00000398341	ENSG00000160190
ENST00000484887	ENSG00000160190
ENST00000352133	ENSG00000160190
ENST00000471277	ENSG00000160190
ENST00000398343	ENSG00000160190
ENST00000487951	ENSG00000160190
ENST00000496416	ENSG00000160190
ENST00000416179	ENSG00000239930
ENST00000429903	ENSG00000231867
ENST00000455116	ENSG00000231867
ENST00000442605	ENSG00000235772
ENST00000424890	ENSG00000235023
ENST00000291539	ENSG00000160191
ENST00000460905	ENSG00000160191
ENST00000472401	ENSG00000160191
ENST00000335512	ENSG00000160191
ENST00000470987	ENSG00000160191
ENST00000490803	ENSG00000160191
ENST00000486902	ENSG00000160191
ENST00000328862	ENSG00000160191
ENST00000335440	ENSG00000160191
ENST00000380328	ENSG00000160191
ENST00000398225	ENSG00000160191
ENST00000398227	ENSG00000160191
ENST00000398229	ENSG00000160191
ENST00000398232	ENSG00000160191
ENST00000398234	ENSG00000160191
ENST00000398236	ENSG00000160191
ENST00000460989	ENSG00000160191
ENST00000462571	ENSG00000160191
ENST00000467403	ENSG00000160191
ENST00000468805	ENSG00000160191
ENST00000495521	ENSG00000160191
ENST00000497805	ENSG00000160191
ENST00000349112	ENSG00000160191
ENST00000398224	ENSG00000160191
ENST00000467162	ENSG00000160191
ENST00000495343	ENSG00000160191
ENST00000489319	ENSG00000160191
ENST00000466472	ENSG00000160191
ENST00000437426	ENSG00000225731
ENST00000450205	ENSG00000237864
ENST00000435702	ENSG00000225637
ENST00000270162	ENSG00000142178
ENST00000644871	ENSG00000142178
ENST00000644689	ENSG00000142178
ENST00000478426	ENSG00000142178
ENST00000644750	ENSG00000142178
ENST00000644276	ENSG00000142178
ENST00000332440	ENSG00000185186
ENST00000426942	ENSG00000185186
ENST00000413721	ENSG00000185186
ENST00000418516	ENSG00000185186
ENST00000451543	ENSG00000185186
ENST00000651216	ENSG00000185186
ENST00000427188	ENSG00000185186
ENST00000663956	ENSG00000185186
ENST00000441283	ENSG00000185186
ENST00000436359	ENSG00000223975
ENST00000291560	ENSG00000160207
ENST00000443485	ENSG00000160207
ENST00000398116	ENSG00000214326
ENST00000599962	ENSG00000234289
ENST00000613967	ENSG00000278433
ENST00000645813	ENSG00000285413
ENST00000411956	ENSG00000237604
ENST00000665511	ENSG00000232124
ENST00000437557	ENSG00000232124
ENST00000423967	ENSG00000232124
ENST00000620163	ENSG00000275799
ENST00000436357	ENSG00000142182
ENST00000628202	ENSG00000142182
ENST00000270172	ENSG00000142182
ENST00000431166	ENSG00000142182
ENST00000442785	ENSG00000232010
ENST00000530812	ENSG00000160224
ENST00000527919	ENSG00000160224
ENST00000291582	ENSG00000160224
ENST00000337909	ENSG00000160224
ENST00000397994	ENSG00000160224
ENST00000397961	ENSG00000141959
ENST00000349048	ENSG00000141959
ENST00000496824	ENSG00000141959
ENST00000466134	ENSG00000141959
ENST00000628044	ENSG00000141959
ENST00000491298	ENSG00000141959
ENST00000474114	ENSG00000141959
ENST00000498841	ENSG00000141959
ENST00000460020	ENSG00000141959
ENST00000467315	ENSG00000141959
ENST00000460521	ENSG00000141959
ENST00000495274	ENSG00000141959
ENST00000422357	ENSG00000241728
ENST00000444409	ENSG00000241728
ENST00000339818	ENSG00000160226
ENST00000470196	ENSG00000160226
ENST00000496321	ENSG00000160226
ENST00000462742	ENSG00000160226
ENST00000397956	ENSG00000160226
ENST00000325223	ENSG00000160226
ENST00000478674	ENSG00000160226
ENST00000448927	ENSG00000184441
ENST00000426029	ENSG00000232969
ENST00000568332	ENSG00000260256
ENST00000423310	ENSG00000230061
ENST00000456880	ENSG00000230061
ENST00000581669	ENSG00000266692
ENST00000583496	ENSG00000264452
ENST00000426578	ENSG00000229356
ENST00000291592	ENSG00000160233
ENST00000617205	ENSG00000274225
ENST00000323084	ENSG00000175894
ENST00000642437	ENSG00000175894
ENST00000397916	ENSG00000175894
ENST00000451035	ENSG00000235890
ENST00000430181	ENSG00000235890
ENST00000330490	ENSG00000182912
ENST00000354333	ENSG00000182912
ENST00000465978	ENSG00000182912
ENST00000658407	ENSG00000287088
ENST00000400375	ENSG00000215455
ENST00000391621	ENSG00000205445
ENST00000498210	ENSG00000205445
ENST00000391620	ENSG00000212935
ENST00000400372	ENSG00000241123
ENST00000400368	ENSG00000188155
ENST00000609664	ENSG00000272804
ENST00000334662	ENSG00000187766
ENST00000380095	ENSG00000221859
ENST00000334670	ENSG00000243489
ENST00000391618	ENSG00000212933
ENST00000397907	ENSG00000205439
ENST00000360770	ENSG00000221864
ENST00000435590	ENSG00000229880
ENST00000391617	ENSG00000187175
ENST00000617417	ENSG00000276647
ENST00000412914	ENSG00000236382
ENST00000345496	ENSG00000184787
ENST00000481546	ENSG00000184787
ENST00000497630	ENSG00000184787
ENST00000477954	ENSG00000184787
ENST00000491513	ENSG00000184787
ENST00000330942	ENSG00000184787
ENST00000478200	ENSG00000184787
ENST00000497664	ENSG00000184787
ENST00000462569	ENSG00000184787
ENST00000490450	ENSG00000184787
ENST00000496395	ENSG00000184787
ENST00000490091	ENSG00000184787
ENST00000397887	ENSG00000183255
ENST00000445724	ENSG00000183255
ENST00000330938	ENSG00000183255
ENST00000397886	ENSG00000183255
ENST00000474737	ENSG00000183255
ENST00000494690	ENSG00000183255
ENST00000480234	ENSG00000183255
ENST00000609461	ENSG00000273027
ENST00000609953	ENSG00000272825
ENST00000616815	ENSG00000276529
ENST00000439088	ENSG00000234880
ENST00000434081	ENSG00000234880
ENST00000569966	ENSG00000261706
ENST00000615826	ENSG00000275874
ENST00000599569	ENSG00000235374
ENST00000429427	ENSG00000235374
ENST00000415143	ENSG00000235374
ENST00000596207	ENSG00000267857
ENST00000660971	ENSG00000182586
ENST00000584169	ENSG00000182586
ENST00000638500	ENSG00000182586
ENST00000328344	ENSG00000182586
ENST00000670852	ENSG00000182586
ENST00000670960	ENSG00000182586
ENST00000665973	ENSG00000182586
ENST00000471540	ENSG00000186866
ENST00000331343	ENSG00000186866
ENST00000334538	ENSG00000186866
ENST00000612472	ENSG00000186866
ENST00000349485	ENSG00000186866
ENST00000615172	ENSG00000186866
ENST00000485190	ENSG00000186866
ENST00000460932	ENSG00000186866
ENST00000463917	ENSG00000186866
ENST00000451615	ENSG00000186866
ENST00000493524	ENSG00000186866
ENST00000468360	ENSG00000186866
ENST00000493811	ENSG00000186866
ENST00000476653	ENSG00000186866
ENST00000652705	ENSG00000286262
ENST00000441947	ENSG00000184274
ENST00000445242	ENSG00000229382
ENST00000416722	ENSG00000237664
ENST00000617854	ENSG00000275139
ENST00000380008	ENSG00000205424
ENST00000658513	ENSG00000286886
ENST00000618749	ENSG00000276633
ENST00000626237	ENSG00000280604
ENST00000621707	ENSG00000274248
ENST00000465077	ENSG00000183570
ENST00000400314	ENSG00000183570
ENST00000472191	ENSG00000183570
ENST00000681687	ENSG00000183570
ENST00000594149	ENSG00000183570
ENST00000628776	ENSG00000183570
ENST00000593338	ENSG00000183570
ENST00000609985	ENSG00000183570
ENST00000594320	ENSG00000183570
ENST00000610200	ENSG00000183570
ENST00000423045	ENSG00000183570
ENST00000400310	ENSG00000183570
ENST00000400308	ENSG00000183570
ENST00000400309	ENSG00000183570
ENST00000449640	ENSG00000183570
ENST00000481302	ENSG00000183570
ENST00000498121	ENSG00000183570
ENST00000549265	ENSG00000183570
ENST00000400305	ENSG00000183570
ENST00000400304	ENSG00000183570
ENST00000468429	ENSG00000183570
ENST00000475402	ENSG00000183570
ENST00000679263	ENSG00000184012
ENST00000679181	ENSG00000184012
ENST00000676973	ENSG00000184012
ENST00000679054	ENSG00000184012
ENST00000678348	ENSG00000184012
ENST00000332149	ENSG00000184012
ENST00000679016	ENSG00000184012
ENST00000678743	ENSG00000184012
ENST00000677680	ENSG00000184012
ENST00000678171	ENSG00000184012
ENST00000678959	ENSG00000184012
ENST00000398585	ENSG00000184012
ENST00000458356	ENSG00000184012
ENST00000678617	ENSG00000184012
ENST00000424093	ENSG00000184012
ENST00000454499	ENSG00000184012
ENST00000469395	ENSG00000184012
ENST00000463138	ENSG00000184012
ENST00000455813	ENSG00000184012
ENST00000489201	ENSG00000184012
ENST00000679911	ENSG00000157601
ENST00000680347	ENSG00000157601
ENST00000681867	ENSG00000157601
ENST00000681415	ENSG00000157601
ENST00000680182	ENSG00000157601
ENST00000679464	ENSG00000157601
ENST00000486275	ENSG00000157601
ENST00000681191	ENSG00000157601
ENST00000679445	ENSG00000157601
ENST00000681857	ENSG00000157601
ENST00000468506	ENSG00000157601
ENST00000398600	ENSG00000157601
ENST00000679626	ENSG00000157601
ENST00000413778	ENSG00000157601
ENST00000419044	ENSG00000157601
ENST00000455164	ENSG00000157601
ENST00000681849	ENSG00000157601
ENST00000679705	ENSG00000157601
ENST00000424365	ENSG00000157601
ENST00000681266	ENSG00000157601
ENST00000417963	ENSG00000157601
ENST00000484465	ENSG00000157601
ENST00000680942	ENSG00000157601
ENST00000288383	ENSG00000157601
ENST00000681944	ENSG00000157601
ENST00000681382	ENSG00000157601
ENST00000679386	ENSG00000157601
ENST00000441677	ENSG00000157601
ENST00000398598	ENSG00000157601
ENST00000681896	ENSG00000157601
ENST00000680629	ENSG00000157601
ENST00000679528	ENSG00000157601
ENST00000467510	ENSG00000157601
ENST00000680760	ENSG00000157601
ENST00000680176	ENSG00000157601
ENST00000680776	ENSG00000157601
ENST00000681607	ENSG00000157601
ENST00000478268	ENSG00000157601
ENST00000680536	ENSG00000157601
ENST00000679408	ENSG00000157601
ENST00000681039	ENSG00000157601
ENST00000681671	ENSG00000157601
ENST00000679543	ENSG00000157601
ENST00000680364	ENSG00000157601
ENST00000619682	ENSG00000157601
ENST00000680637	ENSG00000157601
ENST00000491110	ENSG00000157601
ENST00000680980	ENSG00000157601
ENST00000436410	ENSG00000183486
ENST00000435611	ENSG00000183486
ENST00000494252	ENSG00000183486
ENST00000330714	ENSG00000183486
ENST00000495892	ENSG00000183486
ENST00000418103	ENSG00000183486
ENST00000416447	ENSG00000183486
ENST00000680862	ENSG00000183486
ENST00000493753	ENSG00000183486
ENST00000680539	ENSG00000183486
ENST00000482953	ENSG00000183486
ENST00000496774	ENSG00000183486
ENST00000481838	ENSG00000183486
ENST00000474368	ENSG00000183486
ENST00000681171	ENSG00000183486
ENST00000681460	ENSG00000183486
